item_id,store_id,avg_daily_demand,demand_std,lead_time_demand,safety_stock,reorder_point,order_up_to
FOODS_1_006,WI_1,1.4093994193734944,2.0040110935120157,9.9,8.7,18.6,38.3
FOODS_1_006,WI_2,1.524104195408346,2.3388546143238123,10.7,10.2,20.9,42.2
FOODS_1_006,WI_3,1.0563640031966137,2.628043593966863,7.4,11.5,18.9,33.7
FOODS_1_008,CA_1,0.3443955434401674,0.6463808623235086,2.4,2.8,5.2,10.1
FOODS_1_008,CA_2,0.1828388606837659,0.6048145677091278,1.3,2.6,3.9,6.5
FOODS_1_008,CA_3,0.23587512044575212,0.6378103781006143,1.7,2.8,4.4,7.7
FOODS_1_008,CA_4,0.2590212920274843,0.5147333304844102,1.8,2.2,4.1,7.7
FOODS_1_008,TX_1,0.2227329801038953,0.36633227906754406,1.6,1.6,3.2,6.3
FOODS_1_008,TX_2,0.25999817576232637,0.5460815022370727,1.8,2.4,4.2,7.8
FOODS_1_008,TX_3,0.22323127578044585,0.4887008603839464,1.6,2.1,3.7,6.8
FOODS_1_008,WI_1,0.5846811514897743,0.8729656153121046,4.1,3.8,7.9,16.1
FOODS_1_008,WI_2,0.5555529854941736,0.7734371384188237,3.9,3.4,7.3,15.0
FOODS_1_008,WI_3,0.1597165484568721,0.4602786118937528,1.1,2.0,3.1,5.4
FOODS_1_009,CA_1,0.10516714673849761,1.31610065186461,0.7,5.7,6.5,8.0
FOODS_1_009,CA_2,0.08399595081134266,1.6460542420541917,0.6,7.2,7.8,8.9
FOODS_1_009,CA_3,0.2504261001176765,2.5332647563831383,1.8,11.1,12.8,16.3
FOODS_1_009,CA_4,0.08416489916054218,0.6877358744250482,0.6,3.0,3.6,4.8
FOODS_1_009,TX_1,0.05805811029998938,0.6423857281359863,0.4,2.8,3.2,4.0
FOODS_1_009,TX_2,0.06379786429632993,0.24828176658071038,0.4,1.1,1.5,2.4
FOODS_1_009,TX_3,0.0682499490121896,0.6179491275440109,0.5,2.7,3.2,4.1
FOODS_1_009,WI_1,0.07463472463759645,0.7679208351577903,0.5,3.4,3.9,4.9
FOODS_1_009,WI_2,0.09614146264375466,0.9388733838954251,0.7,4.1,4.8,6.1
FOODS_1_009,WI_3,0.06433286961683152,0.6610851216186218,0.5,2.9,3.3,4.2
FOODS_1_010,CA_1,0.16394058553027785,0.5498314251901163,1.1,2.4,3.5,5.8
FOODS_1_010,CA_2,0.5643962770470723,0.8116126927090667,4.0,3.5,7.5,15.4
FOODS_1_010,CA_3,0.440045665782134,0.8552541216851424,3.1,3.7,6.8,13.0
FOODS_1_010,CA_4,0.05004756156490393,0.11663685877841849,0.4,0.5,0.9,1.6
FOODS_1_010,TX_1,0.23594283825748222,0.6578259666217446,1.7,2.9,4.5,7.8
FOODS_1_010,TX_2,1.0527279569727799,1.2150061572727422,7.4,5.3,12.7,27.4
FOODS_1_010,TX_3,0.8482735835515189,1.3065909733570054,5.9,5.7,11.6,23.5
FOODS_1_010,WI_1,1.1990845239804042,1.7545810207389316,8.4,7.7,16.1,32.8
FOODS_1_010,WI_2,0.545945637355548,0.8754511624508594,3.8,3.8,7.6,15.3
FOODS_1_010,WI_3,0.8726353268634731,1.00600464570966,6.1,4.4,10.5,22.7
FOODS_1_011,CA_1,0.9469755299174618,1.3025355890698633,6.6,5.7,12.3,25.6
FOODS_1_011,CA_2,2.6913391119175407,2.3394099518904867,18.8,10.2,29.1,66.7
FOODS_1_011,CA_3,1.5635805614686422,1.9473587116447268,10.9,8.5,19.4,41.3
FOODS_1_011,CA_4,1.2119074049712228,1.3008663222922852,8.5,5.7,14.2,31.1
FOODS_1_011,TX_1,0.7760442904527861,1.2729517804058978,5.4,5.6,11.0,21.9
FOODS_1_011,TX_2,0.421903453398544,0.63810655196292,3.0,2.8,5.7,11.6
FOODS_1_011,TX_3,0.4220744286532429,0.6519111832420799,3.0,2.8,5.8,11.7
FOODS_1_011,WI_1,1.0149886433131756,1.3496093663215034,7.1,5.9,13.0,27.2
FOODS_1_011,WI_2,0.7811798490250705,1.313226203262517,5.5,5.7,11.2,22.1
FOODS_1_011,WI_3,0.3667629188755295,0.4747771274365392,2.6,2.1,4.6,9.8
FOODS_1_012,CA_1,3.408020638610624,2.2630193315657183,23.9,9.9,33.7,81.4
FOODS_1_012,CA_2,12.252339197163094,6.79254641654903,85.8,29.7,115.4,287.0
FOODS_1_012,CA_3,4.460359813210788,4.612218067597238,31.2,20.1,51.4,113.8
FOODS_1_012,CA_4,4.264034989567055,3.017481736833037,29.8,13.2,43.0,102.7
FOODS_1_012,TX_1,5.6610071692590855,3.2238556354531127,39.6,14.1,53.7,133.0
FOODS_1_012,TX_2,9.69847584427434,4.446650111380174,67.9,19.4,87.3,223.1
FOODS_1_012,TX_3,7.301713748571906,3.6040967609717214,51.1,15.7,66.8,169.1
FOODS_1_012,WI_1,3.553150969724881,2.425069819154729,24.9,10.6,35.5,85.2
FOODS_1_012,WI_2,2.142772601237721,2.223123209991313,15.0,9.7,24.7,54.7
FOODS_1_012,WI_3,2.622715251488901,2.039489687670036,18.4,8.9,27.3,64.0
FOODS_1_013,CA_1,2.1454666485938216,2.190717739351577,15.0,9.6,24.6,54.6
FOODS_1_013,CA_2,3.488679659267056,5.099339107103928,24.4,22.3,46.7,95.5
FOODS_1_013,CA_3,5.149276306556372,6.063262769218982,36.0,26.5,62.5,134.6
FOODS_1_013,CA_4,1.3585342223093053,1.5645608751877196,9.5,6.8,16.3,35.4
FOODS_1_013,TX_1,1.4403703990343266,4.294568198693119,10.1,18.7,28.8,49.0
FOODS_1_013,TX_2,0.9420873333265299,1.0618341365699555,6.6,4.6,11.2,24.4
FOODS_1_013,TX_3,1.2520686282680666,1.2556908717605493,8.8,5.5,14.2,31.8
FOODS_1_013,WI_1,1.93725413063182,1.4670205410395032,13.6,6.4,20.0,47.1
FOODS_1_013,WI_2,0.9616051690359979,1.149253726765201,6.7,5.0,11.7,25.2
FOODS_1_013,WI_3,1.3181714696151225,1.6319466541245644,9.2,7.1,16.4,34.8
FOODS_1_014,CA_1,1.6762704166282059,1.776998366121343,11.7,7.8,19.5,43.0
FOODS_1_014,CA_2,0.7118978767846952,1.062723482290221,5.0,4.6,9.6,19.6
FOODS_1_014,CA_3,1.0895180581224209,1.5437104782385602,7.6,6.7,14.4,29.6
FOODS_1_014,CA_4,0.46359401252364946,0.8290885434878739,3.2,3.6,6.9,13.4
FOODS_1_014,TX_1,1.232898634742026,1.4774801410889533,8.6,6.4,15.1,32.3
FOODS_1_014,TX_2,0.9460169900586212,1.4307672576900288,6.6,6.2,12.9,26.1
FOODS_1_014,TX_3,0.9463620504646311,1.7099558428251602,6.6,7.5,14.1,27.3
FOODS_1_014,WI_1,1.2943307691204782,1.731532560215227,9.1,7.6,16.6,34.7
FOODS_1_014,WI_2,1.9883245554214872,1.6097981753400936,13.9,7.0,20.9,48.8
FOODS_1_014,WI_3,1.0101989818140624,1.267168353192668,7.1,5.5,12.6,26.7
FOODS_1_015,CA_1,0.7934599564540477,0.9253680854279438,5.6,4.0,9.6,20.7
FOODS_1_015,CA_2,1.2680149841868453,2.0561439436147184,8.9,9.0,17.9,35.6
FOODS_1_015,CA_3,1.1943757087198243,2.2460378171882955,8.4,9.8,18.2,34.9
FOODS_1_015,CA_4,0.1999326889338336,0.513584934670453,1.4,2.2,3.6,6.4
FOODS_1_015,TX_1,0.6583867390842134,1.0619231046586384,4.6,4.6,9.2,18.5
FOODS_1_015,TX_2,0.8455935453513418,1.375832294159896,5.9,6.0,11.9,23.8
FOODS_1_015,TX_3,0.3754191128218822,0.8324999769490793,2.6,3.6,6.3,11.5
FOODS_1_015,WI_1,0.5452159532806096,0.6494429137747549,3.8,2.8,6.7,14.3
FOODS_1_015,WI_2,0.37668124192163066,0.8071772985586596,2.6,3.5,6.2,11.4
FOODS_1_015,WI_3,0.3329791316439494,0.5554726227922537,2.3,2.4,4.8,9.4
FOODS_1_016,CA_1,0.8873747327118363,0.8964318076847806,6.2,3.9,10.1,22.5
FOODS_1_016,CA_2,1.2660303680973082,1.9152200972170608,8.9,8.4,17.2,34.9
FOODS_1_016,CA_3,0.945492239216165,1.102494273477866,6.6,4.8,11.4,24.7
FOODS_1_016,CA_4,0.8159379497616932,1.16484888865308,5.7,5.1,10.8,22.2
FOODS_1_016,TX_1,0.2971677835740302,0.6750846270363746,2.1,2.9,5.0,9.2
FOODS_1_016,TX_2,0.6149134038401561,0.9084706090048275,4.3,4.0,8.3,16.9
FOODS_1_016,TX_3,0.4473430097072521,0.7516318257708178,3.1,3.3,6.4,12.7
FOODS_1_016,WI_1,0.5073145559935356,0.8846830773663332,3.6,3.9,7.4,14.5
FOODS_1_016,WI_2,1.293773259793717,1.5530912992625592,9.1,6.8,15.8,33.9
FOODS_1_016,WI_3,0.640918535640159,0.7618687712218297,4.5,3.3,7.8,16.8
FOODS_1_017,CA_1,0.9606623928684719,1.1749430885020373,6.7,5.1,11.9,25.3
FOODS_1_017,CA_2,1.3767695393241142,1.730222612308485,9.6,7.6,17.2,36.5
FOODS_1_017,CA_3,1.7292764975240165,2.098653323519471,12.1,9.2,21.3,45.5
FOODS_1_017,CA_4,0.926549325243725,1.0851337944756327,6.5,4.7,11.2,24.2
FOODS_1_017,TX_1,0.401768623394583,0.8808303292720551,2.8,3.8,6.7,12.3
FOODS_1_017,TX_2,0.8439044753354323,1.1660648064044306,5.9,5.1,11.0,22.8
FOODS_1_017,TX_3,0.3684159288127356,0.5760123863676346,2.6,2.5,5.1,10.3
FOODS_1_017,WI_1,0.8054649559790505,1.1687151640260636,5.6,5.1,10.7,22.0
FOODS_1_017,WI_2,0.6460700559857637,0.8307107211987794,4.5,3.6,8.1,17.2
FOODS_1_017,WI_3,0.5122779394186419,0.7405203139551644,3.6,3.2,6.8,14.0
FOODS_1_018,CA_1,10.041901986754189,6.26210683796363,70.3,27.3,97.6,238.2
FOODS_1_018,CA_2,12.37556449705221,9.077871270927218,86.6,39.6,126.3,299.5
FOODS_1_018,CA_3,16.198155897135624,8.07588010035877,113.4,35.3,148.6,375.4
FOODS_1_018,CA_4,5.952388943520325,3.692176615831656,41.7,16.1,57.8,141.1
FOODS_1_018,TX_1,4.540006524717639,5.204450150579118,31.8,22.7,54.5,118.1
FOODS_1_018,TX_2,10.36285505122412,5.501509218792524,72.5,24.0,96.6,241.6
FOODS_1_018,TX_3,11.07058242636718,5.008504812164194,77.5,21.9,99.4,254.3
FOODS_1_018,WI_1,7.32025975732507,5.576419752029669,51.2,24.3,75.6,178.1
FOODS_1_018,WI_2,12.99465160110506,7.207485742765516,91.0,31.5,122.4,304.4
FOODS_1_018,WI_3,12.126950061449708,6.696712720875995,84.9,29.2,114.1,283.9
FOODS_1_019,CA_1,6.613933530640019,6.130712850614028,46.3,26.8,73.1,165.7
FOODS_1_019,CA_2,6.937256049249124,6.3708602385784046,48.6,27.8,76.4,173.5
FOODS_1_019,CA_3,7.145878207344912,7.1620028179739625,50.0,31.3,81.3,181.3
FOODS_1_019,CA_4,3.9544751950943855,3.7059935625024223,27.7,16.2,43.9,99.2
FOODS_1_019,TX_1,3.536362639256151,3.7883544797998696,24.8,16.5,41.3,90.8
FOODS_1_019,TX_2,4.240159356343601,3.4600971204774753,29.7,15.1,44.8,104.1
FOODS_1_019,TX_3,3.8598816323628276,3.2512488062572116,27.0,14.2,41.2,95.3
FOODS_1_019,WI_1,3.8082124288063772,3.9826086261469373,26.7,17.4,44.0,97.4
FOODS_1_019,WI_2,5.031802376864792,4.822342114281248,35.2,21.1,56.3,126.7
FOODS_1_019,WI_3,5.876259749464404,4.182199045017976,41.1,18.3,59.4,141.7
FOODS_1_020,CA_1,1.2683422249383793,1.2457201175393788,8.9,5.4,14.3,32.1
FOODS_1_020,CA_2,0.688497214991261,0.803746541266596,4.8,3.5,8.3,18.0
FOODS_1_020,CA_3,0.9745719370384386,1.3548666631856465,6.8,5.9,12.7,26.4
FOODS_1_020,CA_4,0.7317471417003043,1.1260852635498466,5.1,4.9,10.0,20.3
FOODS_1_020,TX_1,0.34507096479824556,0.563912374221972,2.4,2.5,4.9,9.7
FOODS_1_020,TX_2,0.5575928762866703,0.7472196930764764,3.9,3.3,7.2,15.0
FOODS_1_020,TX_3,0.05571326407392071,0.5252706974705156,0.4,2.3,2.7,3.5
FOODS_1_020,WI_1,2.202530635065075,1.9544288574197737,15.4,8.5,23.9,54.8
FOODS_1_020,WI_2,1.4442403255190073,1.687949453782967,10.1,7.4,17.5,37.7
FOODS_1_020,WI_3,1.2201788004861058,1.3860939704941186,8.5,6.1,14.6,31.7
FOODS_1_021,CA_1,2.5379976041277437,4.029133395502432,17.8,17.6,35.4,70.9
FOODS_1_021,CA_2,2.9606263189112343,2.4469815016735126,20.7,10.7,31.4,72.9
FOODS_1_021,CA_3,1.3388232968597424,1.5852562306952018,9.4,6.9,16.3,35.0
FOODS_1_021,CA_4,2.271297475681075,2.867841666528967,15.9,12.5,28.4,60.2
FOODS_1_021,TX_1,0.8368420232630214,1.5480952686425913,5.9,6.8,12.6,24.3
FOODS_1_021,TX_2,0.46824546099950254,0.69317476960627,3.3,3.0,6.3,12.9
FOODS_1_021,TX_3,0.43852687693959824,0.998274373174996,3.1,4.4,7.4,13.6
FOODS_1_021,WI_1,2.5023212520744105,2.4311783660439388,17.5,10.6,28.1,63.2
FOODS_1_021,WI_2,0.8724584337041311,0.9090164009489281,6.1,4.0,10.1,22.3
FOODS_1_021,WI_3,1.4224505277281483,1.4824433099507586,10.0,6.5,16.4,36.3
FOODS_1_022,CA_1,0.07781130700901613,0.18248792351706494,0.5,0.8,1.3,2.4
FOODS_1_022,CA_2,0.5374485548883446,0.8961155873888512,3.8,3.9,7.7,15.2
FOODS_1_022,CA_3,0.2203468185298492,0.6020355959263536,1.5,2.6,4.2,7.3
FOODS_1_022,CA_4,0.12727698555070688,0.24133544375000987,0.9,1.1,1.9,3.7
FOODS_1_022,TX_1,0.43347789547567434,0.6472572123302736,3.0,2.8,5.9,11.9
FOODS_1_022,TX_2,0.41694978865406007,0.7127955303698652,2.9,3.1,6.0,11.9
FOODS_1_022,TX_3,0.062310859661000875,0.5222041871120118,0.4,2.3,2.7,3.6
FOODS_1_022,WI_1,0.24509550576642486,0.4890873379930906,1.7,2.1,3.9,7.3
FOODS_1_022,WI_2,0.18890696229711468,0.5408665347459805,1.3,2.4,3.7,6.3
FOODS_1_022,WI_3,0.07220092029791436,0.1166368587784185,0.5,0.5,1.0,2.0
FOODS_1_023,CA_1,0.09965791946175191,1.0138390537113966,0.7,4.4,5.1,6.5
FOODS_1_023,CA_2,2.810063585642784,3.116385149587073,19.7,13.6,33.3,72.6
FOODS_1_023,CA_3,4.165296307051089,2.8587929643535426,29.2,12.5,41.6,100.0
FOODS_1_023,CA_4,3.789326429120956,2.5692579557295976,26.5,11.2,37.7,90.8
FOODS_1_023,TX_1,1.8765884051541892,2.0818513072204583,13.1,9.1,22.2,48.5
FOODS_1_023,TX_2,2.975724021567271,2.3800560879058508,20.8,10.4,31.2,72.9
FOODS_1_023,TX_3,4.316201990678066,2.8585946780370675,30.2,12.5,42.7,103.1
FOODS_1_023,WI_1,0.7459365797388832,1.2745834852748117,5.2,5.6,10.8,21.2
FOODS_1_023,WI_2,1.559416091958291,1.6745193685741009,10.9,7.3,18.2,40.1
FOODS_1_023,WI_3,1.0221507713544697,1.333907922169887,7.2,5.8,13.0,27.3
FOODS_1_024,CA_1,0.43519132483806044,0.9767248831692491,3.0,4.3,7.3,13.4
FOODS_1_024,CA_2,2.2506363739433857,1.9396297169378829,15.8,8.5,24.2,55.7
FOODS_1_024,CA_3,1.1996138566922727,1.8932917402249863,8.4,8.3,16.7,33.5
FOODS_1_024,CA_4,1.0621754830186199,1.1134086360099853,7.4,4.9,12.3,27.2
FOODS_1_024,TX_1,0.6812168322545717,1.154093574722549,4.8,5.0,9.8,19.3
FOODS_1_024,TX_2,0.716372955188087,1.3107599471726128,5.0,5.7,10.7,20.8
FOODS_1_024,TX_3,0.326895876986714,0.5158333851613792,2.3,2.3,4.5,9.1
FOODS_1_024,WI_1,1.148015851133058,2.3007669543386315,8.0,10.0,18.1,34.2
FOODS_1_024,WI_2,0.7997734098833778,1.1698664983647584,5.6,5.1,10.7,21.9
FOODS_1_024,WI_3,0.6529764576333837,1.1299378590979101,4.6,4.9,9.5,18.6
FOODS_1_025,CA_1,0.5120849956732997,0.8227975137912074,3.6,3.6,7.2,14.3
FOODS_1_025,CA_2,0.597637086887562,1.2261710779975663,4.2,5.4,9.5,17.9
FOODS_1_025,CA_3,0.9070066362802764,1.575797104304616,6.3,6.9,13.2,25.9
FOODS_1_025,CA_4,0.8067674222047867,1.2154726002449212,5.6,5.3,11.0,22.2
FOODS_1_025,TX_1,0.6366074010333769,0.8552541216851419,4.5,3.7,8.2,17.1
FOODS_1_025,TX_2,0.7018202839361015,1.359721553089713,4.9,5.9,10.8,20.7
FOODS_1_025,TX_3,0.6376099240799074,1.0321474191009403,4.5,4.5,9.0,17.9
FOODS_1_025,WI_1,0.5499095649959764,0.8885191195417317,3.8,3.9,7.7,15.4
FOODS_1_025,WI_2,0.7974288545799563,0.8696857651958106,5.6,3.8,9.4,20.5
FOODS_1_025,WI_3,0.08590950826867924,0.6544784132321463,0.6,2.9,3.5,4.7
FOODS_1_026,CA_1,0.05063753681575127,1.0307735422574855,0.4,4.5,4.9,5.6
FOODS_1_026,CA_2,0.04903599274677521,0.4089226833797832,0.3,1.8,2.1,2.8
FOODS_1_026,CA_3,0.14337889996610095,1.1094347822815191,1.0,4.8,5.8,7.9
FOODS_1_026,CA_4,0.05004756156490393,0.42899185352645597,0.4,1.9,2.2,2.9
FOODS_1_026,TX_1,0.05004756156490393,0.6378103781006144,0.4,2.8,3.1,3.8
FOODS_1_026,TX_2,0.05004756156490393,0.4501088935585064,0.4,2.0,2.3,3.0
FOODS_1_026,TX_3,0.05004756156490393,0.5210722566460407,0.4,2.3,2.6,3.3
FOODS_1_026,WI_1,0.051222554602928176,0.7383163320290058,0.4,3.2,3.6,4.3
FOODS_1_026,WI_2,0.052351245762364974,0.7754194927279097,0.4,3.4,3.8,4.5
FOODS_1_026,WI_3,0.052271661265813486,0.4651785888330833,0.4,2.0,2.4,3.1
FOODS_1_027,CA_1,1.7606468141134248,1.5964651552632672,12.3,7.0,19.3,43.9
FOODS_1_027,CA_2,3.227314451590931,3.076231890682612,22.6,13.4,36.0,81.2
FOODS_1_027,CA_3,2.985457919445611,2.533963905643938,20.9,11.1,32.0,73.8
FOODS_1_027,CA_4,1.4492655540491817,1.3664444827093702,10.1,6.0,16.1,36.4
FOODS_1_027,TX_1,1.6123369137184764,1.6846300101619947,11.3,7.4,18.6,41.2
FOODS_1_027,TX_2,1.6719319273908901,1.6487495440623536,11.7,7.2,18.9,42.3
FOODS_1_027,TX_3,1.460767338244979,2.008637465693505,10.2,8.8,19.0,39.4
FOODS_1_027,WI_1,1.4581397903884898,1.6056260321523121,10.2,7.0,17.2,37.6
FOODS_1_027,WI_2,5.40926699906134,3.701197957454387,37.9,16.2,54.0,129.8
FOODS_1_027,WI_3,2.3133584103593567,1.9788799836291069,16.2,8.6,24.8,57.2
FOODS_1_028,CA_1,0.08499292738050072,1.0841756956622457,0.6,4.7,5.3,6.5
FOODS_1_028,CA_2,0.11106493147008989,1.127154421639738,0.8,4.9,5.7,7.3
FOODS_1_028,CA_3,0.21917186129613367,1.6419886096551124,1.5,7.2,8.7,11.8
FOODS_1_028,CA_4,0.07676432403471865,0.8313643878555452,0.5,3.6,4.2,5.2
FOODS_1_028,TX_1,0.10017561459951545,1.1339231749333467,0.7,5.0,5.7,7.1
FOODS_1_028,TX_2,0.07401143624264353,0.8702558818834628,0.5,3.8,4.3,5.4
FOODS_1_028,TX_3,0.08079768473032888,1.081230775807214,0.6,4.7,5.3,6.4
FOODS_1_028,WI_1,2.276383472991795,2.057016748277099,15.9,9.0,24.9,56.8
FOODS_1_028,WI_2,3.2301669042951673,2.3537826720547073,22.6,10.3,32.9,78.1
FOODS_1_028,WI_3,2.8207591004159362,2.100183315210129,19.7,9.2,28.9,68.4
FOODS_1_029,CA_1,0.48799445781090933,0.7379323588737845,3.4,3.2,6.6,13.5
FOODS_1_029,CA_2,0.23744801204209942,0.50322530829805,1.7,2.2,3.9,7.2
FOODS_1_029,CA_3,0.6472657345091682,1.0397167231658815,4.5,4.5,9.1,18.1
FOODS_1_029,CA_4,0.13184926325826313,0.22836214185332368,0.9,1.0,1.9,3.8
FOODS_1_029,TX_1,0.1680063843657847,0.936026436004553,1.2,4.1,5.3,7.6
FOODS_1_029,TX_2,0.44927309390308023,0.7274884809013258,3.1,3.2,6.3,12.6
FOODS_1_029,TX_3,0.5216771886359599,0.8473471341785855,3.7,3.7,7.4,14.7
FOODS_1_029,WI_1,0.33880527086217976,0.5088262076476026,2.4,2.2,4.6,9.3
FOODS_1_029,WI_2,0.5671230275690633,0.6437079643099138,4.0,2.8,6.8,14.7
FOODS_1_029,WI_3,0.0686963308187267,0.4696253242804091,0.5,2.1,2.5,3.5
FOODS_1_030,CA_1,0.552178070303296,0.8417820806642,3.9,3.7,7.5,15.3
FOODS_1_030,CA_2,0.6124245532800471,0.9078724603961573,4.3,4.0,8.3,16.8
FOODS_1_030,CA_3,0.16837280376224678,0.5292127467454868,1.2,2.3,3.5,5.8
FOODS_1_030,CA_4,0.5230301534241774,0.69317476960627,3.7,3.0,6.7,14.0
FOODS_1_030,TX_1,0.22976411791042312,0.5160164996098737,1.6,2.3,3.9,7.1
FOODS_1_030,TX_2,0.457130562896587,0.7497755923131474,3.2,3.3,6.5,12.9
FOODS_1_030,TX_3,0.8121513480524024,1.0933733493450908,5.7,4.8,10.5,21.8
FOODS_1_030,WI_1,0.3496321973347413,0.6097925493442101,2.4,2.7,5.1,10.0
FOODS_1_030,WI_2,0.7877724281841431,0.9280186990118441,5.5,4.1,9.6,20.6
FOODS_1_030,WI_3,0.21076142130183737,0.5748631514463973,1.5,2.5,4.0,6.9
FOODS_1_031,CA_1,1.419921506710761,1.8234291095419088,9.9,8.0,17.9,37.8
FOODS_1_031,CA_2,3.288083187116218,3.2963027340780764,23.0,14.4,37.4,83.4
